surveyid,village,survey_date,femaleres,age,married,children,hhsize,edu,hh_children,cons_nondurable,asset_livestock,asset_durable,asset_phone,asset_savings,asset_land_owned_total,asset_niceroof,cons_allfood,cons_ownfood,cons_alcohol,cons_tobacco,depressed
377,37,23-Nov-61,1,51,1,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
163,10,18-Oct-61,1,20,1,2,4,9,2,67.880386,12.390944,53.651489,19.218445,0,0,0,65.478081,5.6587644,0,0,0
1056,61,22-Nov-61,1,72,0,5,9,5,5,189.07727,20.651573,220.85196,0,0,4,0,178.50044,24.023054,0,0,0
194,24,7-Nov-61,1,23.799999,1,2,4,9,2,190.9585,37.172832,326.55341,80.076851,24.023054,2.3,0,141.19073,10.303221,0,0,0
183,10,18-Dec-61,1,33,0,3,4,12,3,127.08577,41.303146,247.43747,0,0,0.125,0,103.27625,8.7283764,0,0,0
1414,234,8-Aug-60,1,28,1,2,4,8,2,325.10818,12.390944,258.96854,9.6092224,0,1,0,219.11314,16.015369,0,0,0
1073,61,19-Oct-61,1,49,1,4,8,11,4,160.97163,20.651573,578.15485,24.023054,9.6092224,0,0,131.77028,19.752291,0,0,0
587,26,6-Sep-61,1,59,1,6,8,12,6,443.14334,518.4104,269.05823,0,0,2,0,333.43805,22.154594,0,0,0
832,75,4-Oct-61,1,20,1,3,5,10,3,252.63673,1985.1755,218.12933,64.061478,0,0.75,0,218.76424,36.83535,0,0,0
520,44,11-Oct-61,1,40,1,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,9-Nov-61,1,31,1,4,6,9,4,157.17941,16.521257,160.95447,0,0,0,0,91.646042,8.5415306,0,10.467188,0
353,26,21-Nov-61,1,38,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
99,15,1-Nov-61,1,32,0,3,5,14,3,218.99036,86.736603,212.20366,24.023054,112.10759,2,0,186.87421,17.104416,0,0,0
240,29,16-Aug-60,1,40,0,6,8,10,6,170.64758,86.736603,172.64569,46.124264,0,3.5,0,73.968124,8.0076847,0,0,0
651,64,26-Nov-61,1,47,1,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
791,144,8-Nov-61,0,65,0,1,3,10,1,128.40514,355.24435,219.41057,0,3.203074,4.5,0,110.25438,8.0076847,0,0,0
921,77,8-Nov-61,1,31,1,4,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0
595,15,23-Nov-61,1,47,1,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
774,70,22-Sep-61,1,25,1,2,4,10,2,227.74942,171.42671,170.72385,80.076851,0,0,0,186.97887,0.28026897,6.9781256,0,0
850,33,18-May-60,1,22,1,4,6,8,4,109.66077,57.14122,29.628435,9.6092224,0,1.5,0,85.557632,2.4356709,0,0,0
130,25,8-Nov-61,1,27,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1
1112,13,8-Oct-61,1,53,1,0,3,4,0,279.82474,83.646683,261.05054,0,0,1,0,259.00476,36.541737,0,0,0
999,16,17-Sep-61,1,26,1,3,5,10,3,179.17101,342.85342,338.72507,32.030739,0,2,0,79.60878,0.20553058,0,0,0
797,160,14-Nov-61,1,32,1,4,6,12,4,192.33771,57.14122,162.07555,48.046108,0,0,0,141.53963,8.1411457,,5.8616252,0
1122,154,21-Nov-61,1,18,1,3,4,9,3,29.679914,37.172832,80.557312,32.030739,0,1.5,0,27.330994,5.0715342,0,0,0
1201,227,15-Nov-61,0,64,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
984,75,25-Oct-61,1,28,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
606,95,30-Oct-61,1,54,1,0,2,7,0,155.71362,179.68733,184.33691,0,0,3,0,132.49133,4.2707653,0,0,0
91,9,28-Jun-60,1,56,0,0,1,4,0,128.99008,0,10.40999,0,0,1.5,0,84.435326,0,0,0,1
414,27,3-Oct-61,1,37,1,5,7,10,5,198.64206,67.12542,148.94295,0,8.0076847,1,0,129.90944,6.6730709,0,0,1
1226,210,10-Nov-61,1,22,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,221,3-Oct-60,1,28,1,3,5,9,3,154.45108,38.8964,147.82187,0,4.8046112,2,0,109.20766,4.0038424,0,9.7693758,0
1282,64,4-Oct-61,1,35,1,1,5,8,1,288.26941,714.61603,353.13892,0,0,1,0,257.23697,13.746526,0,0,0
264,39,30-Oct-61,0,43,1,2,6,10,2,220.5545,82.606293,105.63738,0,1.601537,8,0,176.17441,23.409132,0,4.1868749,1
442,90,16-Nov-61,1,27.9,1,2,4,10,2,146.72215,4.1303144,158.87247,48.046108,0,0,0,115.27863,8.0076847,0,0,0
925,11,5-Oct-61,1,62,1,0,2,8,0,28.688105,183.81764,56.053795,0,0,1,0,19.399189,2.4023058,,0,0
571,69,8-Nov-61,1,70,1,3,7,6,3,51.588558,367.63528,131.32603,0,0,1.25,0,27.912502,0,0,0,1
1102,43,10-Oct-61,1,32,1,5,8,9,5,189.92436,12.390944,124.91988,60.858406,0,1.5,0,119.97724,0.93422991,0,0,0
782,153,8-Nov-61,1,38,1,0,2,7,0,183.87172,380.02625,325.112,0,1.601537,1.5,0,156.65892,0,0,0,0
57,8,26-Nov-61,1,22,1,4,6,8,4,34.378899,8.2606287,148.94295,24.023054,0,2.0999999,0,22.330002,0,0,0,0
887,35,16-Oct-61,1,25,1,3,5,9,3,91.148438,196.20555,161.91539,80.076851,0,1,0,74.665947,7.1268396,0,0,0
686,67,4-Oct-61,1,29,1,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1
1204,74,25-Oct-61,1,49,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,136,10-Sep-61,1,44,1,5,9,6,5,180.15004,183.81764,163.35678,0,0,4,0,149.33189,19.218447,,2.7912502,0
82,17,6-Nov-61,1,51,1,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,181,1-Nov-61,1,40,1,0,3,8,0,553.55676,428.90683,466.84802,67.264557,0,7,0,419.38531,60.057636,0,0,0
795,56,27-Nov-61,1,31,1,1,3,10,1,71.996712,77.792801,271.30035,32.030739,0,0.5,0,52.684849,5.5253029,0,0,0
1116,67,20-Oct-61,1,39,1,8,10,10,8,167.75528,20.651573,207.07874,56.053795,9.6092224,1,0,122.69871,5.3384566,0,0,0
370,6,15-Sep-61,1,45,1,4,6,9,4,174.02664,8.2606287,147.0211,0,0,0,0,136.10834,1.241191,2.7912502,0,0
1340,78,17-Oct-61,0,73,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1
763,73,26-Oct-61,1,21,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,258,12-Nov-61,1,42,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
653,42,3-Oct-61,1,33,1,2,4,7,2,147.05008,0,189.14153,48.046108,0,1.15,0,119.60507,15.855216,0,0,0
572,6,3-Sep-61,1,27,1,4,6,10,4,224.99345,0,217.55278,88.084534,80.076851,0.25,0,151.21599,22.021133,0,0,1
1276,267,12-Nov-61,1,25,1,0,2,10,0,177.40132,30.635769,108.90452,40.038425,0,0,0,152.39064,26.358631,0,0,0
441,67,20-Sep-61,1,38,1,3,5,14,3,194.86322,647.4906,120.91605,24.023054,0,2,0,167.00981,31.763819,0,0,0
556,81,30-Oct-60,1,21,1,5,7,10,5,31.400421,0,34.433044,32.030739,0,0,0,9.6995945,0,0,0,0
936,50,29-Sep-61,1,45,1,7,10,8,7,249.42375,59.54797,196.98904,32.030739,0,1,0,164.1953,19.859056,0,0,0
66,1,1-Sep-61,1,33,0,6,7,10,6,38.73241,0,188.98137,32.030739,0.80076849,0.5,0,5.2335944,1.2011529,0,0,0
1093,205,13-Nov-61,1,35,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
307,12,15-Oct-61,1,24,1,3,5,11,3,64.137741,4.1303144,152.94678,36.034584,0,3.5,0,38.379688,0.32030737,0,0,0
102,15,21-Nov-61,1,26,1,2,3,8,2,148.79498,0,180.17291,24.023054,22.421518,0.25,0,58.895378,3.203074,0,9.7693758,0
94,4,7-Sep-61,1,23,0,2,3,10,2,107.38878,0,97.693756,16.015369,0,3,0,89.785217,2.1887674,0,0,0
1329,242,6-Nov-61,1,21,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0
493,81,24-Sep-61,1,34,1,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
976,134,16-Aug-60,1,23,1,2,3,10,2,128.42421,0,109.70528,0,0,0.5,0,73.037712,2.6692283,0,0,0
1397,89,4-Oct-61,1,26,0,3,4,5,3,95.129395,20.651573,158.55217,0,0,0.5,0,84.319023,8.1411467,0,0,0
909,91,11-Sep-61,1,36,1,4,6,8,4,295.49689,727.00995,234.62517,32.030739,8.0076847,0.5,0,257.26022,32.297661,0,0,0
1114,108,6-Oct-61,1,20,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,285,16-Nov-61,1,23,1,3,5,10,3,193.58521,83.646683,227.41826,32.030739,21.62075,1.25,0,129.17674,15.681717,0,0,0
280,57,13-Nov-61,1,32,1,3,5,9,3,228.7395,188.6281,222.45349,48.046108,9.6092224,0,0,189.68871,13.025834,0,0,1
1308,112,24-Sep-61,1,44,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
928,10,31-Aug-61,1,25,1,3,5,14,3,94.052551,37.172832,298.68665,80.076851,0,1,0,55.615658,0,0,0,0
735,44,10-Oct-61,1,43,1,4,6,10,4,144.66264,8.2606287,389.97427,72.069168,0,1,0,74.782242,9.3956833,0,0,0
1219,13,3-Sep-61,0,60,0,0,1,6,0,6.2837448,0,268.25745,0,2.3222287,2,0,5.931407,0.40038425,0,0,0
1015,66,2-Oct-61,1,26,1,2,4,9,2,161.22522,142.51147,280.10883,2.7226129,12.812296,3,0,108.97506,17.403368,0,0,0
75,11,2-Nov-61,1,20,1,1,3,7,1,115.93011,20.651573,204.99673,48.046108,2.4023056,0,0,88.447746,5.4852643,0,0,0
711,50,27-Nov-61,1,27,1,3,5,10,3,167.10437,8.2606287,176.16907,24.023054,0,0.1,0,125.37365,4.6711493,0,0,0
1149,100,26-Sep-61,1,20,1,1,3,11,1,182.33195,246.12654,416.71994,48.046108,24.023054,3,0,145.65675,27.759975,0,0,0
106,7,14-Oct-61,1,29,0,0,1,10,0,133.70508,87.776993,187.37982,0,0,9.5,0,104.53232,6.406148,2.0934374,4.8846879,0
127,27,12-Nov-61,1,23,1,1,3,10,1,230.10884,22.375139,237.82825,56.053795,0,0,0,144.9124,25.090746,0,0,0
882,174,27-Nov-61,1,27,1,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1
468,94,9-Nov-61,1,30,1,2,4,9,2,141.74747,53.010906,200.19212,64.061478,19.218445,0,0,96.530739,4.5376887,0,0,0
942,79,5-Nov-61,1,56,1,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,236,30-Nov-61,1,25,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,1
342,49,2-Nov-61,1,33,1,4,6,10,4,218.54042,8.2606287,107.30298,3.203074,0,4.5,0,157.54282,7.8742232,9.0715637,4.1868749,0
610,116,17-Nov-61,1,26,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
607,92,9-Oct-61,0,24,1,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0
259,18,17-Oct-61,1,32,1,4,6,12,4,354.97113,8.2606287,52.049953,40.038425,8.0076847,0.25,0,169.21954,8.0076847,0,0,0
274,25,14-Sep-60,1,35,1,6,9,9,6,308.6543,664.01184,153.74756,0,32.030739,2,0,280.52066,36.386921,0,0,1
1319,201,20-Sep-61,1,39,1,7,12,12,7,272.80695,16.521257,332.31894,51.249184,3.203074,2.75,0,155.37959,12.118296,0,0,1
898,88,10-Sep-61,1,46,1,2,5,7,2,153.60835,479.51096,94.170372,0,0,1.8,0,141.42334,10.516759,,,0
585,55,18-Sep-61,1,26,1,5,7,9,5,153.16034,0,202.59444,61.659176,0,0.5,0,133.5148,2.2955363,0,0,0
915,13,12-Oct-61,1,54,1,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
244,49,10-Nov-61,1,33,1,3,5,10,3,171.52652,612.72449,229.82056,32.030739,0,0.5,0,114.32496,14.94768,0,0,1
538,53,12-Sep-61,1,24,1,3,5,11,3,370.68338,16.521257,321.90894,38.43689,64.061478,0,0,253.77115,19.485367,0,0,0
173,12,25-Jul-60,1,23,1,4,6,8,4,103.35252,30.635769,55.253025,0,0,0,0,83.039696,6.406148,0,0,1
1035,102,23-Nov-61,1,24,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
626,21,5-Sep-61,1,28,1,4,6,10,4,144.69507,414.10913,171.28438,94.490685,0,0.5,0,134.44524,13.55968,0,0,0
270,9,14-Jul-60,1,29,1,3,5,7,3,160.40157,4.1303144,280.26898,40.038425,0,0,0,94.204697,3.6835351,0,0,0
177,13,7-Sep-60,1,26,0,4,6,10,4,99.198433,0,205.15689,48.046108,6.406148,0,0,67.59478,0.26692283,0,0,0
479,94,9-Nov-61,1,25,1,2,4,9,2,161.63837,45.433456,258.32791,24.023054,28.827665,1,0,94.704788,2.549113,,,0
1278,195,22-Sep-61,1,40,1,7,9,9,7,86.055168,86.053429,120.11527,0,0,2.5,0,51.963776,1.8684598,0,0,0
845,28,3-Sep-61,1,42,1,4,6,12,4,635.58136,111.87569,177.61046,24.023054,0,3,0,605.46863,114.77682,10.467188,0,0
50,4,18-Oct-61,1,75.900002,1,0,2,10,0,9.2479219,4.1303144,32.831509,0,0,1.25,0,7.9666929,1.0276529,0,0,0
560,100,17-Nov-61,1,26,1,3,5,7,3,1031.3861,65.401855,156.14986,0,88.084534,0.5,0,972.86707,12.278451,13.956251,4.8846879,0
426,39,24-Sep-61,1,20,1,1,3,10,1,60.825611,97.761192,176.96983,59.25687,0,0,0,45.450859,0.53384566,0,0,0
1355,119,14-Oct-61,1,26,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
170,14,14-Sep-61,1,19,1,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0
968,85,11-Oct-61,1,20,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
727,28,11-Oct-61,1,25,1,3,5,10,3,194.769,409.97882,108.10374,24.023054,0,3,0,175.33702,22.288055,,0,0
48,8,22-Sep-61,1,22,1,1,3,10,1,130.07721,0,129.7245,48.046108,0,1,0,69.432343,2.8026898,0,0,0
251,23,2-Oct-61,1,29,1,2,4,11,2,68.485916,8.2606287,108.90452,36.83535,0,1.6,0,31.378305,2.5891516,,,0
875,70,10-Sep-61,1,81,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1311,83,15-Oct-61,1,54,1,7,9,9,7,378.36807,1217.8716,257.367,0,19.218445,5,0,345.03342,64.694084,0,0,1
1396,16,6-Oct-61,1,39,0,1,3,6,1,114.95947,24.781887,217.00827,40.038425,24.023054,0.25,0,97.74028,5.856287,0,0,0
26,4,5-Nov-61,1,27,1,3,5,14,3,370.14569,163.16304,757.52698,96.092216,97.693756,0,0,256.3298,2.1353827,0,0,1
1382,215,30-Oct-61,1,24,1,2,4,10,2,390.39374,196.20555,219.89104,32.030739,0,3,0,216.78709,21.887674,0,0,0
1285,112,21-Sep-61,1,37,1,5,7,9,5,482.01804,350.07062,192.98521,32.030739,3.203074,0,0,420.01337,23.622671,0,10.467188,0
499,76,27-Sep-61,1,46,1,3,5,8,3,89.47673,104.29825,431.13376,24.023054,32.030739,1.25,0,63.454422,1.0943837,0,0,0
682,59,24-Sep-61,1,22,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
957,60,17-Oct-61,1,25,1,2,4,10,2,80.328522,49.563774,172.16522,19.218445,0,0,0,65.594383,1.601537,0,0,0
550,107,15-Nov-61,1,19,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
881,10,8-Oct-61,1,35,0,3,5,10,3,71.653534,526.67108,235.42593,28.827665,17.937214,1.8,0,60.709694,5.6854563,0,0,0
719,54,30-Nov-61,1,39,1,5,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0
323,60,20-Nov-61,1,49,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
418,31,19-Sep-61,1,42,1,5,9,9,5,76.8265,0,187.37982,24.023054,0,0,0,62.826393,5.3384566,0,0,0
584,89,24-Sep-61,1,28,1,3,5,5,3,111.63475,540.78564,468.44958,33.632278,0,2,0,79.550636,11.611143,0,0,0
741,106,5-Nov-61,1,33,1,3,5,10,3,126.56527,251.62625,109.22482,32.030739,38.43689,0,0,83.737503,6.2459941,0,0,0
1384,230,24-Oct-61,1,26,1,3,5,9,3,171.09372,45.433456,276.26514,0,0,0,0,125.00148,7.1802239,0,0,0
1169,38,4-Sep-61,1,39,1,4,6,9,4,86.749916,41.303146,10.40999,0,0,0.5,0,71.572304,2.6692283,3.4890628,0,0
492,46,4-Jul-60,1,22,1,3,6,10,3,139.43973,89.500557,123.31835,32.030739,0,1.5,0,103.74146,1.4680755,0,0,0
324,17,7-Sep-61,1,20,1,2,4,9,2,60.786907,8.2606287,138.85326,32.030739,0,0,0,50.416954,3.2431123,0,0,0
618,116,8-Nov-61,1,28,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1
677,53,14-Sep-61,1,26,1,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
136,28,12-Nov-61,1,27,1,2,4,10,2,233.07281,192.07828,211.56303,24.023054,8.0076847,0.5,0,178.98892,22.421518,0,0,0
788,115,29-Oct-61,1,33,1,2,4,10,2,189.50273,28.912201,148.14217,24.023054,3.203074,0,0,169.73711,0.10276529,0,0,1
713,127,15-Nov-61,1,21.700001,1,2,4,10,2,146.93073,53.010906,96.89299,0,0,0,0,114.04584,12.449283,0,0,0
1115,18,15-Jun-60,1,35,1,7,9,10,7,293.43286,12.390944,70.467628,0,0,0,0,216.74059,5.6053796,0,4.3962193,0
1298,129,13-Sep-61,1,47,1,2,4,5,2,175.38033,8.2606287,183.37599,0,0,1.25,0,148.08746,11.677875,0,0,1
166,24,2-Nov-61,1,53,1,7,10,9,7,140.27367,150.77211,162.556,0,0,1,0,120.72157,16.015369,0,0,0
629,104,23-Oct-61,1,36,1,3,5,10,3,101.55804,24.781887,233.02364,40.038425,0,2,0,74.758987,3.7369196,0,0,0
465,70,22-Oct-61,1,40,0,2,3,10,2,644.69379,43.026714,137.73218,40.038425,0,0,0,553.01642,73.830856,0,0,0
1005,52,12-Sep-61,1,56,0,2,5,8,2,98.963348,179.68733,138.3728,41.639961,0,3.5,0,81.644066,4.0038424,0,0,0
1231,106,25-Sep-61,1,27,1,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,30-Oct-61,1,22,1,2,4,3,2,50.360714,4.1303144,72.869934,0,0,0,0,37.681877,4.8046117,0,0,0
722,37,7-Sep-61,1,32,0,4,5,10,4,106.8228,53.010906,49.167187,8.0076847,0,0.25,0,85.615784,2.1287093,0,0,0
491,82,25-Oct-61,1,85.699997,0,0,1,1,0,19.987183,8.2606287,11.531066,0,0,3,0,15.142532,0,0,0,0
1069,220,13-Nov-61,1,57,0,4,6,6,4,104.69285,8.2606287,2.5624592,0,0,1,0,84.086411,0,0,0,0
79,7,28-Sep-61,1,27,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
708,50,23-Nov-61,1,19,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
300,21,22-Nov-61,1,68,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
619,103,15-Sep-60,1,28,1,3,5,7,3,127.65965,37.172832,193.7059,64.061478,0,0,0,82.923393,2.936151,0,0,0
892,79,1-Oct-61,1,52,1,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
471,39,11-Sep-60,0,21,1,2,4,10,2,18.24799,0,39.237656,0,0,0,0,13.723646,1.8684598,0,0,0
621,47,4-Dec-61,1,26,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,202,3-Nov-61,0,45,0,1,2,7,1,126.881,0,32.351048,0,6.406148,3,0,94.623383,0,0,12.21172,0
1126,67,25-Sep-61,1,30,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
117,11,29-Sep-61,0,26,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
693,88,23-Nov-61,1,51,1,1,4,3,1,379.21692,470.21002,316.46371,40.038425,0,5,0,335.18265,45.376884,0,0,0
113,10,24-Sep-61,1,25,1,3,5,8,3,117.6634,2248.5095,244.23439,44.843037,0,1.4,0,85.365738,5.8189178,0,0,0
1346,193,31-Oct-61,1,23,0,5,6,9,5,106.97543,33.042515,175.84877,0,12.812296,0.75,0,73.409882,0.76873773,0,0,0
287,17,25-Aug-60,1,29,1,4,6,9,4,245.36691,134.93401,212.20366,80.076851,14.413833,0.5,0,218.64795,31.763819,0,0,0
1138,242,15-Nov-61,1,91,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,283,16-Nov-61,1,32,0,3,4,10,3,115.32897,41.303146,128.12296,16.015369,8.0076847,0,0,77.108292,2.0819981,0,0,0
841,74,16-Oct-61,1,66,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
807,51,18-Oct-61,1,47,1,1,7,7,1,186.49803,355.24435,148.94295,0,0,8,0,148.80853,19.578791,0,0,0
123,21,12-Sep-60,1,25,1,4,6,12,4,89.235359,396.54752,91.287605,40.038425,0,2,0,54.289818,6.406148,0,0,1
652,41,3-Dec-61,1,27,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1
405,39,29-Nov-61,1,21,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
804,150,3-Nov-61,1,72,0,0,1,5,0,0,0,8.0076847,0,0,4,0,0,0,0,0,0
1046,11,31-May-60,1,25,1,0,2,10,0,60.886238,89.500557,30.429203,24.023054,0,0.25,0,48.404926,4.6711493,0,0,0
510,73,27-Sep-61,1,18,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1
397,50,24-Nov-61,1,39,1,6,8,8,6,160.54503,24.781887,122.51758,0,0.80076849,4.5,0,135.52101,15.984674,,,1
1024,77,3-Dec-61,1,19,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,67,7-Nov-61,1,20,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0
528,81,28-Sep-61,1,34,1,5,7,11,5,161.01166,384.15656,242.63286,24.023054,0,3,0,129.32793,13.746526,0,0,0
1225,73,10-Oct-61,1,36,1,5,7,8,5,87.394356,261.61044,104.90067,0,0,4,0,82.923393,7.3403783,0,0,0
581,120,19-Nov-61,1,22,1,2,4,10,2,210.55519,49.563774,230.62132,88.084534,19.218445,0,0,168.40541,14.947679,0,0,0
495,44,17-Nov-61,1,19,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
851,28,31-Aug-61,1,80,0,2,4,1,2,23.476627,0,6.0858407,0,0,2,0,20.003962,1.2278451,0,0,1
291,44,10-Oct-61,0,36,1,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,1
453,25,29-Sep-61,1,28,1,4,6,8,4,207.93442,37.172832,214.58994,40.022411,19.218445,0.75,0,145.35435,4.0038424,0,0,0
267,25,5-Nov-61,1,25,1,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,44,4-Sep-61,1,51,0,0,1,9,0,103.38226,140.43069,47.245342,24.023054,0,0,0,87.994156,0,0,0,0
457,44,8-Oct-61,1,59,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
969,74,24-Oct-61,1,29,1,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,137,20-Dec-61,1,32,1,4,6,9,4,177.50139,646.80737,134.84941,16.015369,0,2.5,0,136.67822,5.0715342,0,0,0
982,168,10-Nov-61,1,53,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
853,142,23-Oct-61,1,30,1,1,3,9,1,25.855671,81.923103,104.09991,0,0,0,0,16.887064,3.203074,0,0,0
278,23,20-Sep-61,1,24,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,85,1-Dec-61,1,69,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
601,76,26-Nov-61,1,38,0,2,4,8,2,77.157478,8.2606287,36.034584,0,0,4.5,0,60.709694,2.8026898,0,0,0
1111,208,12-Nov-61,1,19,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,92,19-Sep-61,0,58,1,3,5,8,3,96.280968,67.12542,167.36061,0,0,2,0,65.245468,1.601537,9.7693758,3.4890628,0
689,8,2-Oct-61,1,47,1,4,6,9,4,204.53764,416.51593,241.03131,32.030739,0,2,0,120.02376,21.62075,2.0934374,2.9308126,0
455,24,8-Sep-61,1,21,1,3,5,3,3,142.47693,0,42.921192,0,0,0,0,110.20787,17.830446,,16.747499,1
855,181,28-Nov-61,1,22,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
990,184,16-Nov-61,1,36,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1
987,187,19-Nov-61,1,35,1,8,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
720,148,9-Nov-61,1,25,1,7,9,7,7,108.62539,0,155.34909,80.076851,0,0,0,83.737503,8.0076847,0,0,0
247,24,5-Oct-61,1,42,1,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,118,10-Sep-61,1,22,1,2,4,11,2,240.48601,623.74603,293.08127,48.046108,1.601537,1.25,0,177.98871,18.284214,0,0,0
659,59,17-Nov-61,1,26,1,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
32,6,20-Nov-61,1,22,1,1,3,16,1,177.51797,123.22626,193.94614,0,8.8084536,0,0,136.94571,3.6434968,0,0,0
523,95,7-Nov-61,1,29,1,2,4,10,2,232.88998,474.69446,283.47205,43.241501,20.819981,0,0,136.06181,12.185027,2.7912502,0,1
41,6,22-Sep-61,1,41,0,0,1,11,0,112.44505,1819.2484,141.25557,0,0,2.25,0,105.7186,10.650221,0,0,0
146,21,10-Dec-61,1,20,1,3,5,10,3,317.07193,463.67291,75.912857,24.023054,4.8046112,1,0,270.70477,29.361513,0,0,0
701,41,21-Nov-61,1,67,1,4,6,10,4,117.16635,33.042515,101.6976,0,16.015369,4.5,0,108.9518,2.7759972,0,0,0
543,43,11-Sep-61,1,31,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
834,171,12-Nov-61,1,68,0,0,2,1,0,210.07513,371.76559,118.51374,0,12.812296,3,0,165.70723,5.8723025,0,0,0
1381,269,4-Oct-60,1,24.9,1,3,5,10,3,99.852402,33.042515,192.18443,40.038425,0,0,0,81.434723,3.4433045,0,0,1
385,24,26-Nov-61,1,22,1,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
767,116,27-Oct-61,1,24,1,2,4,8,2,140.97836,44.750278,234.62517,0,0,0,0,106.47456,1.5348064,0,0,1
22,2,11-Oct-61,1,32,1,5,7,10,5,136.9886,1392.0652,117.71297,16.015369,0,1.7,0,105.7186,7.4471469,0,0,0
348,68,9-Nov-61,1,32.5,1,4,6,10,4,221.76521,53.010906,268.4176,56.053795,0,0,0,150.02971,0,0,0,0
322,11,19-Jul-60,1,58,1,0,4,3,0,122.98851,377.61951,291.63989,32.030739,0,3.1500001,0,22.678907,0,0,0,0
1257,263,7-Nov-61,1,23,1,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
